,drug_variation_id,medlife_product_id,fc_id,distributor_id,distributor_name,bill_number,bill_date,transcription_completed_ts,packing_quantity,mrp,formatted_name,drug_name,purchase_margin_percent,purchase_price,loose_quantity,purchase_mrp_value,lookup_index,loose_quantity_ordered,analysis
2821,63276,DUOLIIN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194785,2021-01-15,2021-01-15,1,310.12,Duolin (box of 1 inhaler),Duolin,24.0015,221.51,1,310.12,1_63276_MAHAVEER MEDI-SALES PVT. LTD.,1.0,Equal
2822,63276,DUOLIIN01A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215209,2021-01-12,2021-01-12,1,310.12,Duolin (box of 1 inhaler),Duolin,23.2015,221.51,1,310.12,7_63276_VARDHAMAN PHARMA Distributors Private Limited,1.0,Equal
2823,105813,SHELCTN05A,6,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215425,2021-01-12,2021-01-12,15,6.89,Shelcal HD (strip of 15 tablets),Shelcal HD,23.2015,4.92133,45,310.05,6_105813_VARDHAMAN PHARMA Distributors Private Limited,45.0,Equal
2824,148867,GEMCATS03A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193548,2021-01-15,2021-01-15,15,20.6667,Gemcal Xt (strip of 15 tablets),Gemcal Xt,23.9995,14.762,15,310.0005,7_148867_MAHAVEER MEDI-SALES PVT. LTD.,45.0,Shortage
2825,89287,STORVTN12A,6,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215409,2021-01-12,2021-01-12,10,15.5,Storvas CV 10 mg (strip of 10 capsules),Storvas CV,23.203,11.071,20,310.0,6_89287_VARDHAMAN PHARMA Distributors Private Limited,20.0,Equal
2826,102737,HIMALGT24A,1,125101,M Ratan Agencies, S 6666,2021-01-13,2021-01-13,1,155.0,Himalaya Neem Face Wash 150 (box of 1 face wash),Himalaya Neem Face Wash,11.792,119.45,2,310.0,1_102737_M Ratan Agencies,2.0,Equal
2827,91407,NEURITS01A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181423,2021-01-12,2021-01-12,10,15.5,Neurica NT (strip of 10 tablets),Neurica NT,24.0029,11.071,20,310.0,6_91407_MAHAVEER MEDI-SALES PVT. LTD.,20.0,Equal
2828,102737,HIMALGT24A,6,125101,M Ratan Agencies, S 6665,2021-01-13,2021-01-13,1,155.0,Himalaya Neem Face Wash 150 (box of 1 face wash),Himalaya Neem Face Wash,11.792,119.45,2,310.0,6_102737_M Ratan Agencies,2.0,Equal
2829,92666,FOURTTN02A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181298,2021-01-12,2021-01-13,15,4.1333,Fourts B (strip of 15 tablets),Fourts B,31.1932,2.95267,75,309.9975,1_92666_MAHAVEER MEDI-SALES PVT. LTD.,75.0,Equal
2830,92666,FOURTTN02A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181264,2021-01-12,2021-01-13,15,4.1333,Fourts B (strip of 15 tablets),Fourts B,31.1932,2.95267,75,309.9975,1_92666_MAHAVEER MEDI-SALES PVT. LTD.,75.0,Equal
2831,92666,FOURTTN02A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181406,2021-01-12,2021-01-13,15,4.1333,Fourts B (strip of 15 tablets),Fourts B,31.1932,2.95267,75,309.9975,1_92666_MAHAVEER MEDI-SALES PVT. LTD.,75.0,Equal
2832,44840,VALPATN03A,1,856885,MEHUL AGENCIES, D31173,2021-01-15,2021-01-15,10,7.745,Valparin 500 mg (strip of 10 tablets),Valparin,24.002,5.532,40,309.8,1_44840_MEHUL AGENCIES,40.0,Equal
2833,101814,CROCISB01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215364,2021-01-12,2021-01-12,1,51.56,Crocin DS 60 ml (box of 1 suspension),Crocin DS,18.2374,37.64,6,309.36,1_101814_VARDHAMAN PHARMA Distributors Private Limited,6.0,Equal
2834,69175,GLUCOTN36A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215262,2021-01-12,2021-01-12,15,10.2667,Gluconorm G 1 mg (strip of 15 tablets),Gluconorm G,23.2,7.33333,30,308.001,7_69175_VARDHAMAN PHARMA Distributors Private Limited,30.0,Equal
2835,178237,TENIVTS10A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181396,2021-01-12,2021-01-12,20,15.4,Teniva M Forte 20/1000 mg (strip of 20 tablets),Teniva M Forte,24.0,11.0,20,308.0,7_178237_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
2836,178237,TENIVTS10A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181382,2021-01-12,2021-01-13,20,15.4,Teniva M Forte 20/1000 mg (strip of 20 tablets),Teniva M Forte,24.0,11.0,20,308.0,1_178237_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
2837,84936,ULGELLB01A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193565,2021-01-15,2021-01-15,1,154.0,Ulgel A 200 ml syrup,Ulgel A,24.0,110.0,2,308.0,6_84936_MAHAVEER MEDI-SALES PVT. LTD.,2.0,Equal
2838,178237,TENIVTS10A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217445,2021-01-15,2021-01-15,20,15.4,Teniva M Forte 20/1000 mg (strip of 20 tablets),Teniva M Forte,23.2,11.0,20,308.0,1_178237_VARDHAMAN PHARMA Distributors Private Limited,0.0,Not ordered
2839,138871,IVABRTS02A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181425,2021-01-12,2021-01-12,15,22.57,Ivabrad 5 mg (strip of 15 tablets),Ivabrad,23.9995,14.662,15,307.9005,6_138871_MAHAVEER MEDI-SALES PVT. LTD.,15.0,Equal
2840,126717,SHELCCS01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194783,2021-01-15,2021-01-15,15,20.51,Shelcal ISO (strip of 15 capsules),Shelcal ISO,24.0,14.65,15,307.65,1_126717_MAHAVEER MEDI-SALES PVT. LTD.,15.0,Equal
2841,71359,NADOXGN02A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215392,2021-01-12,2021-01-12,1,307.5,Nadoxin A 15 gm (box of 1 gel),Nadoxin A ,23.201,219.64,1,307.5,1_71359_VARDHAMAN PHARMA Distributors Private Limited,1.0,Equal
2842,30498,PREGECN04A,6,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215384,2021-01-12,2021-01-12,10,15.37,Pregeb 75 mg (strip of 10 capsules),Pregeb,23.197,10.979,20,307.4,6_30498_VARDHAMAN PHARMA Distributors Private Limited,0.0,Not ordered
2843,59612,BECADCN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194754,2021-01-15,2021-01-15,30,1.28,Becadexamin (bottle of 30 capsules),Becadexamin ,17.68,0.96,240,307.2,1_59612_MAHAVEER MEDI-SALES PVT. LTD.,240.0,Equal
2844,62320,CELINTN03A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194754,2021-01-15,2021-01-15,25,1.5344,Celin 500 mg (strip of 25 tablets),Celin,17.68,1.1508,200,306.88,1_62320_MAHAVEER MEDI-SALES PVT. LTD.,200.0,Equal
2845,62320,CELINTN03A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215364,2021-01-12,2021-01-12,25,1.5344,Celin 500 mg (strip of 25 tablets),Celin,19.36,1.1508,200,306.88,1_62320_VARDHAMAN PHARMA Distributors Private Limited,200.0,Equal
2846,89718,CALOSLB01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194879,2021-01-15,2021-01-15,1,102.0,Calosoft AF 50 ml (box of 1 lotion),Calosoft AF,24.0028,69.15,3,306.0,1_89718_MAHAVEER MEDI-SALES PVT. LTD.,1.0,Excess
2847,89718,CALOSLB01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217464,2021-01-15,2021-01-15,1,102.0,Calosoft AF 50 ml (box of 1 lotion),Calosoft AF,23.2028,69.15,3,306.0,1_89718_VARDHAMAN PHARMA Distributors Private Limited,0.0,Not ordered
2848,6368,SOFINCN02A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217424,2021-01-15,2021-01-15,1,100.02,Sofinox Skin 10 gm cream,Sofinox Skin,23.2,72.8,3,305.76,1_6368_VARDHAMAN PHARMA Distributors Private Limited,3.0,Equal
2849,24754,NEXITTN04A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215378,2021-01-12,2021-01-12,10.0,5.096,Nexito 5 mg (strip of 10 tablets),Nexito,23.2,3.64,60,305.76,1_24754_VARDHAMAN PHARMA Distributors Private Limited,60.0,Equal
2850,63827,ESOZZTN04A,6,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217431,2021-01-15,2021-01-15,15,10.184,Esoz 40 mg (strip of 15 tablets),Esoz,23.203,7.274,30,305.52,6_63827_VARDHAMAN PHARMA Distributors Private Limited,0.0,Not ordered
2851,6517,FUDICCN01A,7,856885,MEHUL AGENCIES, D30726,2021-01-12,2021-01-12,1,101.78,Fudic 10 gm cream,Fudic,24.0,72.7,3,305.34,7_6517_MEHUL AGENCIES,1.0,Excess
2852,51301,GEPRITS04A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193557,2021-01-15,2021-01-15,10,10.15,Gepride M 2 mg (strip of 10 tablets),Gepride M,24.0,7.25,30,304.5,6_51301_MAHAVEER MEDI-SALES PVT. LTD.,30.0,Equal
2853,51301,GEPRITS04A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194770,2021-01-15,2021-01-15,10,10.15,Gepride M 2 mg (strip of 10 tablets),Gepride M,24.0,7.25,30,304.5,1_51301_MAHAVEER MEDI-SALES PVT. LTD.,30.0,Equal
2854,65651,HIFENTS04A,6,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215359,2021-01-12,2021-01-12,15,5.0667,Hifenac P 100 mg (strip of 15 tablets),Hifenac P,23.1939,3.61933,60,304.002,6_65651_VARDHAMAN PHARMA Distributors Private Limited,60.0,Equal
2855,65651,HIFENTS04A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215377,2021-01-12,2021-01-12,15,5.0667,Hifenac P 100 mg (strip of 15 tablets),Hifenac P,23.1939,3.61933,60,304.002,1_65651_VARDHAMAN PHARMA Distributors Private Limited,60.0,Equal
2856,34187,NUCARTN02A,1,856885,MEHUL AGENCIES, D31168,2021-01-15,2021-01-15,10.0,30.37,Nucarnit 500 mg (strip of 10 tablets),Nucarnit,23.9995,21.693,10,303.7,1_34187_MEHUL AGENCIES,10.0,Equal
2857,50902,EUMOSCN06A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181558,2021-01-12,2021-01-12,15 g,101.15,Eumosone M 15 gm cream,Eumosone M,24.0,72.25,3,303.45,6_50902_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
2858,59963,NADIBCN01A,6,856885,MEHUL AGENCIES, D31146,2021-01-15,2021-01-15,1,101.15,Nadibact 10 gm cream,Nadibact,24.0,72.25,3,303.45,6_59963_MEHUL AGENCIES,1.0,Excess
2859,26499,VENLOCN04A,7,856885,MEHUL AGENCIES, D31176,2021-01-15,2021-01-15,10.0,10.103,Venlor XR 75 mg (strip of 10 capsules),Venlor XR,24.0045,7.216,30,303.09,7_26499_MEHUL AGENCIES,20.0,Excess
2860,126932,ANABOSB01A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194690,2021-01-15,2021-01-15,1,303.0,Anaboom Ad 100 ml shampoo,Anaboom Ad,24.0014,205.42,1,303.0,7_126932_MAHAVEER MEDI-SALES PVT. LTD.,1.0,Equal
2861,9022,ROZAVTN03A,7,856885,MEHUL AGENCIES, D30726,2021-01-12,2021-01-12,10,30.3,Rozavel 20 mg (strip of 10 tablets),Rozavel,23.9995,21.643,10,303.0,7_9022_MEHUL AGENCIES,10.0,Equal
2862,9022,ROZAVTN03A,1,856885,MEHUL AGENCIES, D30745,2021-01-12,2021-01-12,10,30.3,Rozavel 20 mg (strip of 10 tablets),Rozavel,23.9995,21.643,10,303.0,1_9022_MEHUL AGENCIES,10.0,Equal
2863,113966,FRISITN01A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181393,2021-01-12,2021-01-12,15,10.0873,Frisium 10 mg (strip of 15 tablets),Frisium,23.999,7.20533,30,302.619,7_113966_MAHAVEER MEDI-SALES PVT. LTD.,30.0,Equal
2864,113966,FRISITN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194816,2021-01-15,2021-01-15,15,10.0873,Frisium 10 mg (strip of 15 tablets),Frisium,23.999,7.20533,30,302.619,1_113966_MAHAVEER MEDI-SALES PVT. LTD.,270.0,Shortage
2865,120980,COMBICS03A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193565,2021-01-15,2021-01-15,10,30.236,Combinorm (strip of 10 capsules),Combinorm,24.0005,21.597,10,302.36,6_120980_MAHAVEER MEDI-SALES PVT. LTD.,10.0,Equal
2866,120980,COMBICS03A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215324,2021-01-12,2021-01-12,10,30.236,Combinorm (strip of 10 capsules),Combinorm,23.2005,21.597,10,302.36,1_120980_VARDHAMAN PHARMA Distributors Private Limited,10.0,Equal
2867,90524,MCBM6TN01A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194681,2021-01-15,2021-01-15,15,10.07,MCBM 69 (strip of 15 tablets),MCBM 69,23.998,7.19067,30,302.001,7_90524_MAHAVEER MEDI-SALES PVT. LTD.,30.0,Equal
2868,90524,MCBM6TN01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215377,2021-01-12,2021-01-12,15,10.07,MCBM 69 (strip of 15 tablets),MCBM 69,23.198,7.19067,30,302.001,1_90524_VARDHAMAN PHARMA Distributors Private Limited,30.0,Equal
2869,90524,MCBM6TN01A,6,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215343,2021-01-12,2021-01-12,15,10.07,MCBM 69 (strip of 15 tablets),MCBM 69,23.198,7.19067,30,302.001,6_90524_VARDHAMAN PHARMA Distributors Private Limited,30.0,Equal
2870,88313,ROMO1UP01A,1,192436,Shubh Enterprises, S 580,2021-01-15,2021-01-15,1,302.0,UroBag Romo - 30 (Urine Bag) 2000ml,UroBag Romo - 30 (Urine Bag),84.3543,45.0,1,302.0,1_88313_Shubh Enterprises,1.0,Equal
2871,71407,TRUMPSN02A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194878,2021-01-15,2021-01-15,1,100.5,Trump A 100 ml syrup,Trump A,23.9955,71.79,3,301.5,1_71407_MAHAVEER MEDI-SALES PVT. LTD.,1.0,Excess
2872,638,UNWANTS02A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194780,2021-01-15,2021-01-15,1,99.0,Unwanted 72 (strip of 1 tablet),Unwanted 72,74.6667,80.0,3,300.0,1_638_MAHAVEER MEDI-SALES PVT. LTD.,1.0,Excess
2873,147782,NEEMHCN03A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193564,2021-01-15,2021-01-15,60,2.2667,Himalaya Neem (bottle of 60 tablets),Himalaya Neem,26.85,1.83333,120,300.0,6_147782_MAHAVEER MEDI-SALES PVT. LTD.,60.0,Excess
2874,92638,BREATSB01A,7,125101,M Ratan Agencies, S 6664,2021-01-13,2021-01-13,1,150.0,Pankaja Kasthuri Breathe Eazy 200 ml syrup,Pankaja Kasthuri Breathe Eazy,19.6861,110.89,2,300.0,7_92638_M Ratan Agencies,2.0,Equal
2875,40479,HAPPITN02A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194771,2021-01-15,2021-01-15,10,15.0,Happi 20 mg (strip of 10 tablets),Happi,24.002,10.714,20,300.0,1_40479_MAHAVEER MEDI-SALES PVT. LTD.,20.0,Equal
2876,186872,,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194785,2021-01-15,2021-01-15,30,10.0,Ceeplus Kid (30 chewable tablets in a strip),Ceeplus Kid,23.9999,6.77967,30,300.0,1_186872_MAHAVEER MEDI-SALES PVT. LTD.,30.0,Equal
2877,97319,BREATTB01A,1,125101,M Ratan Agencies, S 6666,2021-01-13,2021-01-13,60,5.0,Pankaja Kasthuri Breathe Eazy (strip of 60 tablets),Pankaja Kasthuri Breathe Eazy,18.9727,3.72917,60,300.0,1_97319_M Ratan Agencies,60.0,Equal
2878,164024,ZOMELTS03A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215200,2021-01-12,2021-01-12,15,10.0,Zomelis Met 50/1000 mg (strip of 15 tablets),Zomelis Met,23.202,7.14267,30,300.0,7_164024_VARDHAMAN PHARMA Distributors Private Limited,30.0,Equal
2879,188022,,1,125101,M Ratan Agencies, S 6666,2021-01-13,2021-01-13,1,75.0,Himalaya Baby Extra Soft And Gentle 50ML cream,Himalaya Baby Extra Soft And Gentle,25.311,48.94,4,300.0,1_188022_M Ratan Agencies,0.0,Not ordered
2880,97319,BREATTB01A,6,125101,M Ratan Agencies, S 6665,2021-01-13,2021-01-13,60,5.0,Pankaja Kasthuri Breathe Eazy (strip of 60 tablets),Pankaja Kasthuri Breathe Eazy,18.9727,3.72917,60,300.0,6_97319_M Ratan Agencies,60.0,Equal
2881,84286,TEDIBSN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194771,2021-01-15,2021-01-15,1,150.0,Tedibar Bathing Bar 75 gm (packet of 1 soap),Tedibar Bathing Bar,24.0037,101.69,2,300.0,1_84286_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
2882,65095,GEMCACN01A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193568,2021-01-15,2021-01-15,15,20.0,Gemcal (strip of 15 capsules),Gemcal,23.9985,14.286,15,300.0,6_65095_MAHAVEER MEDI-SALES PVT. LTD.,15.0,Equal
2883,163893,JOHNSBP11A,1,325554,Bhagerathi Enterprises,JJGST2007101,2021-01-12,2021-01-13,10,2.5,Johnsons Band Aid Washproof Bandage 10 10 (pack of 10),Johnsons Band Aid Washproof Bandage 10,16.672,1.86,120,300.0,1_163893_Bhagerathi Enterprises,10.0,Excess
2884,164024,ZOMELTS03A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194819,2021-01-15,2021-01-15,15,10.0,Zomelis Met 50/1000 mg (strip of 15 tablets),Zomelis Met,24.002,7.14267,30,300.0,1_164024_MAHAVEER MEDI-SALES PVT. LTD.,30.0,Equal
2885,97319,BREATTB01A,7,125101,M Ratan Agencies, S 6664,2021-01-13,2021-01-13,60,5.0,Pankaja Kasthuri Breathe Eazy (strip of 60 tablets),Pankaja Kasthuri Breathe Eazy,18.9727,3.72917,60,300.0,7_97319_M Ratan Agencies,60.0,Equal
2886,55319,ZINCODN07A,6,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215321,2021-01-12,2021-01-12,1.0,50.0,Zincovit 15 ml drops,Zincovit,23.1962,33.9,6,300.0,6_55319_VARDHAMAN PHARMA Distributors Private Limited,6.0,Equal
2887,101387,DEPLATN07A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194813,2021-01-15,2021-01-15,15,4.99,Deplatt A 150 mg (strip of 15 tablets),Deplatt A,24.0061,3.564,60,299.4,1_101387_MAHAVEER MEDI-SALES PVT. LTD.,60.0,Equal
2888,95780,LULIFCN02A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181417,2021-01-12,2021-01-13,1,299.0,Lulifin 20 gm cream,Lulifin,24.0005,213.57,1,299.0,1_95780_MAHAVEER MEDI-SALES PVT. LTD.,1.0,Equal
2889,70274,MACUCCN03A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193549,2021-01-15,2021-01-15,10,29.9,Macuchek Forte (strip of 10 capsules),Macuchek Forte,24.0005,21.357,10,299.0,7_70274_MAHAVEER MEDI-SALES PVT. LTD.,10.0,Equal
2890,98124,LULIZCT02A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194690,2021-01-15,2021-01-15,1,299.0,Lulizol 30 gm cream,Lulizol,24.0005,213.57,1,299.0,7_98124_MAHAVEER MEDI-SALES PVT. LTD.,1.0,Equal
2891,70274,MACUCCN03A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181431,2021-01-12,2021-01-12,10,29.9,Macuchek Forte (strip of 10 capsules),Macuchek Forte,24.0005,21.357,10,299.0,7_70274_MAHAVEER MEDI-SALES PVT. LTD.,10.0,Equal
2892,429,LEVIPTN01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215378,2021-01-12,2021-01-12,10.0,29.9,Levipil 1000 mg (strip of 10 tablets),Levipil,23.2005,21.357,10,299.0,1_429_VARDHAMAN PHARMA Distributors Private Limited,10.0,Equal
2893,98124,LULIZCT02A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193573,2021-01-15,2021-01-15,1,299.0,Lulizol 30 gm cream,Lulizol,24.0005,213.57,1,299.0,6_98124_MAHAVEER MEDI-SALES PVT. LTD.,1.0,Equal
2894,95780,LULIFCN02A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181310,2021-01-12,2021-01-13,1,299.0,Lulifin 20 gm cream,Lulifin,24.0005,213.57,1,299.0,1_95780_MAHAVEER MEDI-SALES PVT. LTD.,1.0,Equal
2895,95780,LULIFCN02A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181287,2021-01-12,2021-01-13,1,299.0,Lulifin 20 gm cream,Lulifin,24.0005,213.57,1,299.0,1_95780_MAHAVEER MEDI-SALES PVT. LTD.,1.0,Equal
2896,63044,OCUPOEN02A,7,856885,MEHUL AGENCIES, D31186,2021-01-15,2021-01-15,1,99.5,Ocupol DX 5 gm (box of 1 ointment),Ocupol DX,24.0015,71.07,3,298.5,7_63044_MEHUL AGENCIES,1.0,Excess
2897,63044,OCUPOEN02A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217302,2021-01-15,2021-01-15,1,99.5,Ocupol DX 5 gm (box of 1 ointment),Ocupol DX,23.2015,71.07,3,298.5,7_63044_VARDHAMAN PHARMA Distributors Private Limited,0.0,Not ordered
2898,35184,BUSCOTN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181405,2021-01-12,2021-01-13,10,3.315,Buscogast 10 mg (strip of 10 tablets),Buscogast,20.208,2.486,90,298.35,1_35184_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
2899,35184,BUSCOTN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181263,2021-01-12,2021-01-13,10,3.315,Buscogast 10 mg (strip of 10 tablets),Buscogast,20.208,2.486,90,298.35,1_35184_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
2900,35184,BUSCOTN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181297,2021-01-12,2021-01-13,10,3.315,Buscogast 10 mg (strip of 10 tablets),Buscogast,20.208,2.486,90,298.35,1_35184_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
2901,164423,LIMCETN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181297,2021-01-12,2021-01-13,15,1.5287,Limcee Chew (strip of 15 tablets),Limcee Chew,23.9934,1.092,195,298.0965,1_164423_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
2902,164423,LIMCETN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181263,2021-01-12,2021-01-13,15,1.5287,Limcee Chew (strip of 15 tablets),Limcee Chew,23.9934,1.092,195,298.0965,1_164423_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
2903,164423,LIMCETN01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217415,2021-01-15,2021-01-15,15,1.5287,Limcee Chew (strip of 15 tablets),Limcee Chew,23.1933,1.092,195,298.0965,1_164423_VARDHAMAN PHARMA Distributors Private Limited,0.0,Not ordered
2904,164423,LIMCETN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181405,2021-01-12,2021-01-13,15,1.5287,Limcee Chew (strip of 15 tablets),Limcee Chew,23.9934,1.092,195,298.0965,1_164423_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
2905,116995,CALCICS22A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193572,2021-01-15,2021-01-15,15,19.8667,Calcimax Op Plus (strip of 15 tablets),Calcimax Op Plus,23.999,14.19067,15,298.0005,6_116995_MAHAVEER MEDI-SALES PVT. LTD.,15.0,Equal
2906,116995,CALCICS22A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181425,2021-01-12,2021-01-12,15,19.8667,Calcimax Op Plus (strip of 15 tablets),Calcimax Op Plus,23.999,14.19067,15,298.0005,6_116995_MAHAVEER MEDI-SALES PVT. LTD.,15.0,Equal
2907,87466,,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217464,2021-01-15,2021-01-15,15,19.8667,Calcimax Op (strip of 15 tablets),Calcimax Op,23.199,14.19067,15,298.0005,1_87466_VARDHAMAN PHARMA Distributors Private Limited,15.0,Equal
2908,123743,FOSFOPS02A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181436,2021-01-12,2021-01-13,1,298.0,Fosfocin (box of 1 sachet),Fosfocin,23.999,212.86,1,298.0,1_123743_MAHAVEER MEDI-SALES PVT. LTD.,1.0,Equal
2909,166042,MOOVAGT01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181379,2021-01-12,2021-01-13,1,149.0,Moov Advance Diclofenac 30 GM (tube of 1 gel),Moov Advance Diclofenac,16.669,110.86,2,298.0,1_166042_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
2910,8365,ROPARTN03A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181300,2021-01-12,2021-01-13,10,13.7,Ropark 1 mg (strip of 10 tablets),Ropark,24.0061,10.642,20,298.0,1_8365_MAHAVEER MEDI-SALES PVT. LTD.,20.0,Equal
2911,8365,ROPARTN03A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181276,2021-01-12,2021-01-13,10,13.7,Ropark 1 mg (strip of 10 tablets),Ropark,24.0061,10.642,20,298.0,1_8365_MAHAVEER MEDI-SALES PVT. LTD.,20.0,Equal
2912,86387,ENCORTN08A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194884,2021-01-15,2021-01-15,10.0,14.9,Encorate Chrono 600 mg (strip of 10 tablets),Encorate Chrono,24.0061,10.642,20,298.0,1_86387_MAHAVEER MEDI-SALES PVT. LTD.,60.0,Shortage
2913,8365,ROPARTN03A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181410,2021-01-12,2021-01-13,10,13.7,Ropark 1 mg (strip of 10 tablets),Ropark,24.0061,10.642,20,298.0,1_8365_MAHAVEER MEDI-SALES PVT. LTD.,20.0,Equal
2914,87388,HAEMULN02A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181394,2021-01-12,2021-01-12,1,149.0,Haem Up 200 ml syrup,Haem Up,23.999,106.43,2,298.0,7_87388_MAHAVEER MEDI-SALES PVT. LTD.,0.0,Not ordered
