formatted_name,name,packing_quantity,loose_quantity,fc_id,uuid,distributor_name,order_id,distributor_id,drug_variation_id,medlife_product_id,order_date,mrp,product_code
Olmesar 40 mg (strip of 15 tablets),Olmesar,15,60,1,07631ef5a19a46b1b92fe3489a4fc3c8,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,133112,OLMESTN10A,2021-01-15 10:45:47+00,17.8667,11033
Dabigo 110 (strip of 10 capsules),Dabigo 110,10,40,1,32b713e5c0c54ed98a53f4fe48652a3a,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,135444,DABIGTS03A,2021-01-15 10:45:47+00,28.5000,I00005
Flutibact (box of 1 ointment),Flutibact,1,2,1,b579178062f7484f819e3a03a6b7658d,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,136856,FLUTIOT02A,2021-01-15 10:45:47+00,195.2500,131618
Ivabrad 5 mg (strip of 15 tablets),Ivabrad,15,105,1,3f6427f99daf41fbab8050cafa67666d,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,138871,IVABRTS02A,2021-01-15 10:45:47+00,22.5700,140837
Ramistar 2.5 mg (strip of 15 tablets),Ramistar,15,15,1,6a42530d61764cda9cdf774df867a594,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,139013,RAMISTS05A,2021-01-15 10:45:47+00,5.4913,140842
Dutas T 0.4mg + 0.5mg (strip of 15 capsules),Dutas T,15,75,1,db86b7cff6a147078dcffad6749ecf48,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,151281,DUTASCN03A,2021-01-15 10:45:47+00,31.5333,I04195
Nefrosave Forte 300 mg (strip of 15 tablets),Nefrosave Forte,15,45,1,c7fabec478c64aa3902357703b6fdec4,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,146419,NEFROTS05A,2021-01-15 10:45:47+00,21.3333,36100
Olmesar H 20 mg (strip of 15 tablets),Olmesar H,15,45,1,69f8c154ab7e4ea6ade7da83313d1b68,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,146421,OLMESTS14A,2021-01-15 10:45:47+00,12.2000,11037
Olymprix 20 mg (strip of 15 tablets),Olymprix,15,75,1,d571f6b9c8044343a65961ff1242e35a,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,146450,OLYMPTS04A,2021-01-15 10:45:47+00,13.7333,757286
Diprobate Plus 30 mg cream,Diprobate Plus,1,3,1,d4a364eb97aa45f7bf912f480bd6b252,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,146453,DIPROCT09A,2021-01-15 10:45:47+00,79.0000,I00589
Cardace 2.5 mg (strip of 15 tablets),Cardace,15,60,1,ca670d9e1bbb44a89dbe2f31c6f4b757,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,146461,CARDATS07A,2021-01-15 10:45:47+00,5.5553,155189
Cardace 5 mg (strip of 15 tablets),Cardace,15,105,1,28e58acc79a645708db683a4f0bb73f9,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,146511,CARDATS08A,2021-01-15 10:45:47+00,8.7473,155190
Ozomet Pg 2 mg (strip of 15 tablets),Ozomet Pg,15,45,1,85546b9d834a45319fad39172d37d6e4,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,146512,OZOMETS09A,2021-01-15 10:45:47+00,2.6620,I01163
Cardace 10 mg (strip of 15 tablets),Cardace,15,60,1,e9ec0f909f2541ca8491149f1fa17899,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,146682,CARDATS09A,2021-01-15 10:45:47+00,22.4800,155188
Novastat Cv 10 mg (strip of 15 capsules),Novastat Cv,15,15,1,e18a4982c9e14cdc8008eaa1e7c14c7d,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,146717,NOVASCS02A,2021-01-15 10:45:47+00,23.1300,140940
Sompraz D 40 mg (strip of 15 capsules),Sompraz D,15,90,1,36d9a110ffd349cea95c0178d241581d,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,146833,SOMPRCS02A,2021-01-15 10:45:47+00,13.3333,170034
Arip Mt 5 mg (strip of 15 tablets),Arip Mt,15,15,1,cb5d0c487a7a4e8faa5bc16abc101d05,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,146845,ARIPMTS01A,2021-01-15 10:45:47+00,7.3433,160829
Luramax 40 mg (strip of 10 tablets),Luramax,10,50,1,2ba9c7fdbb21400abea0b50bd0c0faa6,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,146863,LURAMTS01A,2021-01-15 10:45:47+00,12.0000,169176
Rivotril 0.5 mg (strip of 15 tablets),Rivotril,15,75,1,c5377475f75f482eb625e3e158b4dc17,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,146884,RIVOTTS02A,2021-01-15 10:45:47+00,3.4627,76188
Zole F 15 gm (box of 1 ointment),Zole F,1,4,1,766d9c7066ff495ba3ea6bc1925fdd38,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,146973,ZOLEFON01A,2021-01-15 10:45:47+00,88.9000,38166
Pantocid 20 mg (strip of 15 tablets),Pantocid,15,30,1,5ddfbc4772664539b188c4840c73b3e6,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,147024,PANTOTS17B,2021-01-15 10:45:47+00,7.3333,168038
Tenebite 20 mg (strip of 15 tablets),Tenebite,15,105,1,68d00ae9887346a78512b2da8d55b3e7,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,147027,TENEBTS06A,2021-01-15 10:45:47+00,10.8900,I01542
Galvus Met 50 mg /1000 mg (strip of 15 tablets),Galvus Met,15,240,1,d867a674270e4b788ad4cf8c90c5208d,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,147139,GALVUTS06A,2021-01-15 10:45:47+00,21.2000,999035
Normoz Ds (strip of 10 tablets),Normoz Ds,10,50,1,42e16915b02640749d59cb56844d0e72,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,147263,NORMOTS07A,2021-01-15 10:45:47+00,42.5000,I02406
Ascoril Ls 100 ml syrup,Ascoril Ls,1,1,1,defa5ab59e1246049bcdf4bf1655cb40,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,147342,ASCORSN05A,2021-01-15 10:45:47+00,98.5000,324025
Corcium (strip of 15 tablets),Corcium,15,15,1,1f0ab42d56564439b963f21f81a55df1,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,147344,CORCITS03A,2021-01-15 10:45:47+00,10.6000,142107
Candiforce 200 mg (strip of 7 capsules),Candiforce,7,7,1,d19dce7814cd4af4bd755e39cf029827,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,147356,CANDICS24A,2021-01-15 10:45:47+00,21.9243,191140
Assurans 20 mg (strip of 15 tablets),Assurans,15,30,1,aec84c3111a643e29e56ed865e3bbdcd,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,147440,ASSURTS01A,2021-01-15 10:45:47+00,21.2180,244437
Furic 40mg (strip of 15 tablets),Furic,15,15,1,bb2d0ece1e08483588ed7a7de492f4c8,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,147665,FURICTS02A,2021-01-15 10:45:47+00,12.8500,141176
Levosiz 5 mg (strip of 15 tablets),Levosiz,15,15,1,e701b48ea9c546e6a670f64a4592fe0a,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,147670,LEVOSTS27A,2021-01-15 10:45:47+00,1.5500,188045
V Wash Plus 100 ml liquid,V Wash Plus,1,2,1,a6ea3a8e27c740c8bb39775a5a15c610,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,147774,VWASHLB01A,2021-01-15 10:45:47+00,180.0000,330099
Himalaya Bonnisan 100 ml liquid,Himalaya Bonnisan,1,3,1,d7a5423197cd44ecb9c3e926704c5119,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,147787,BONNILN01A,2021-01-15 10:45:47+00,55.0000,73021
Rosave 10mg (strip of 15 tablets),Rosave,15,30,1,4fd7a50a555442e1903ec6946ecc9782,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,148036,ROSAVTS07A,2021-01-15 10:45:47+00,17.7733,104535
Candiforce 100 mg (strip of 7 capsules),Candiforce,7,14,1,2b11e5101faa45fd927cb1ef07b6622e,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,148092,CANDICS26A,2021-01-15 10:45:47+00,10.9243,19124
Ziglim M 1mg + 500mg (strip of 15 tablets),Ziglim M,15,30,1,8495fa2d854547c79a6952859929c3f8,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,148096,ZIGLITS09A,2021-01-15 10:45:47+00,3.8467,130533
Simyl Mct 100 ml (bottle of 1 oil),Simyl Mct,1,2,1,ba7addcc673f49698293805160188859,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,148111,SIMYLOB01A,2021-01-15 10:45:47+00,210.0000,I03801
Levosiz 10mg (strip of 15 tablets),Levosiz,15,15,1,0225e863b65d40efbdf81b0d9c69d4e5,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,148121,LEVOSTS25A,2021-01-15 10:45:47+00,2.6000,188046
Nucoxia 90mg (strip of 15 tablets),Nucoxia,15,30,1,ae6964e626e14240a6905c2f4e0e18ce,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,148129,NUCOXTS04A,2021-01-15 10:45:47+00,15.8600,37183
Jalra M 850mg + 50mg (strip of 15 tablets),Jalra M,15,60,1,96ef7f2de3c447468cc9dba5f2f9fb46,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,148164,JALRATS03A,2021-01-15 10:45:47+00,27.7560,161834
Ostocalcium Plus (bottle of 30 tablets),Ostocalcium Plus,30,60,1,47ae5b1a9261400687b6609182b281b5,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,148219,OSTOCTB04A,2021-01-15 10:45:47+00,5.4233,126335
Mesacol 800 mg (strip of 15 tablets),Mesacol,15,15,1,09dab7f0fcc84b4d922c98b96805d367,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,148228,MESACTS02A,2021-01-15 10:45:47+00,17.3333,16062
Xylocaine 2 50 gm jelly,Xylocaine 2,1,4,1,9f6faa57089a47b8ad2477a9974ddb37,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,148423,XYLOCGT01A,2021-01-15 10:45:47+00,59.9000,I04062
Telekast L. (strip of 15 tablets),Telekast L.,15,15,1,083538c791ab4a7a82e40e49b71f3115,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,148861,TELEKTS05A,2021-01-15 10:45:47+00,16.2867,I03878
Zomelis 50 mg (strip of 15 tablets),Zomelis,15,45,1,d3c9388848b54f4b880f0e3abcd18ef7,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,148864,ZOMELTS01A,2021-01-15 10:45:47+00,9.0000,I07025
Tenefit 20 mg (strip of 15 tablets),Tenefit,15,15,1,a73f51e785554d6e835e6c7ae8299a7f,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,148865,TENEFTS09A,2021-01-15 10:45:47+00,5.5000,188283
Crocin Advance 650 mg (strip of 15 tablets),Crocin Advance,15,30,1,375fdc8533c54530a83d464e85c48723,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,149114,CROCITS03A,2021-01-15 10:45:47+00,2.0493,1265
Isolazine 20mg (strip of 15 tablets),Isolazine,15,90,1,c12ba07bf09f46e5ada84c56fbc1c049,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,149148,ISOLATS03A,2021-01-15 10:45:47+00,9.5667,140945
Himalaya Baby 200 ml cream,Himalaya Baby,1,1,1,9b824fba3cfb413f91ddb3994a53faba,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,149310,BABYZCN03A,2021-01-15 10:45:47+00,260.0000,73297
Dermadew 80 ml shampoo,Dermadew,1,1,1,cc28d031c16b4284aaf479f70ae886f8,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,149527,DERMASB01A,2021-01-15 10:45:47+00,200.0000,135700
Remo 100MG (strip of 10 tablets),Remo,10,310,1,a6119031b7c443a3a0671cf922e049fe,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,149821,REMO1TS01A,2021-01-15 10:45:47+00,13.1000,tempcode_13-11-2020_04
Enerzal Orange 500 gm powder,Enerzal Orange,1,2,1,8abdcd9e66334b578e3a0920384f4f12,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,149829,ENERZPJ02A,2021-01-15 10:45:47+00,230.0000,I00714
Listerine Cool Mint 250ml (bottle of 1 mouth wash),Listerine Cool Mint,1,1,1,482b2918ac1f409bb616ea7a109a8ab8,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,149968,LISTEMB14A,2021-01-15 10:45:47+00,140.0000,I05142
Himalaya Baby 100GM powder,Himalaya Baby,1,1,1,c21c88989eac47809ec3b7caad8d3575,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,150726,HIMALPJ03A,2021-01-15 10:45:47+00,70.0000,73247
Syndopa Plus (strip of 15 tablets),Syndopa Plus,15,240,1,a21ab48c93a14cdea3115b4b5d640f42,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,151285,SYNDOTS01A,2021-01-15 10:45:47+00,2.5200,163046
Me 12 OD (strip of 15 tablets),Me 12 OD,15,15,1,1db8f7dbc35d44908e5281fe8f340f72,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,151333,ME12OTS01A,2021-01-15 10:45:47+00,7.9000,188049
Astin 10mg (strip of 30 tablets),Astin,30,30,1,27855b14515b4308b15ed2f97b41a23b,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,152016,ASTINTS01A,2021-01-15 10:45:47+00,6.0143,8001
Colicaid Syrup 60 ML syrup,Colicaid Syrup,1,1,1,2cbd70f50fd6402e891618e7a921899f,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,152028,COLICSN01A,2021-01-15 10:45:47+00,120.5000,28118
Medomol 500mg (strip of 15 tablets),Medomol,15,45,1,3bfe2e92029f435ba804d852f74a098c,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,153247,MEDOMTS02A,2021-01-15 10:45:47+00,1.0067,148504
Krack Heel Repair 15 gm cream,Krack Heel Repair,1,1,1,d89c97df184841f28787147c981067b6,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,153256,KRACKCN01A,2021-01-15 10:45:47+00,55.0000,I03822
Met XL 25MG (strip of 20 tablets),Met XL,20,20,1,85b53f6ac1a34782ab79b5c9d1e8b8ed,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,156824,METXLTS31A,2021-01-15 10:45:47+00,4.5025,I00386
Ambrolite D Plus 60ML syrup,Ambrolite D Plus,1,2,1,3589994db2c947f08543560f30ccf11f,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,156884,AMBROSB16A,2021-01-15 10:45:47+00,70.5000,160508
Methycal 2000 (strip of 10 tablets),Methycal,10,20,1,300414dce44044e1a49f07ad857bd504,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,156940,METHYTS17A,2021-01-15 10:45:47+00,20.8000,I00655
Clopilet A 75mg (strip of 10 capsules),Clopilet A,10,30,1,ad22b89520ad4d5584ae5b39c2adf286,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,158149,CLOPICS04A,2021-01-15 10:45:47+00,5.3500,168215
Amlodac At 5MG+50MG (strip of 15 tablets),Amlodac At,15,60,1,f4ff9d1d14eb413c8c773c42e8a32f98,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,162494,AMLODTS20A,2021-01-15 10:45:47+00,11.6800,8
Ursocol 150MG (strip of 15 tablets),Ursocol,15,15,1,318a5c09496e45a8ab1b6f78c25b5997,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,162683,URSOCTS03A,2021-01-15 10:45:47+00,16.8000,168046
Diapride 2MG (strip of 30 tablets),Diapride,30,60,1,b8e16d63035e45fdbe0a3af1eb0b3b5f,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,162881,DIAPRTS19A,2021-01-15 10:45:47+00,6.2500,11604
Atorfit Cv 10 mg (strip of 15 capsules),Atorfit Cv,15,45,1,ee5d391c75c94225951d5e92ca03401c,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,163121,ATORFCS02A,2021-01-15 10:45:47+00,18.3333,I00317
Sugar Free Gold (bottle of 110 tablets),Sugar Free Gold,110,220,1,c6e39b1c09564b5ca817885f00ccaa43,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,163177,SUGARTN12A,2021-01-15 10:45:47+00,0.5909,I03746
Ultra D3 15 ml (bottle of 1 oral drops),Ultra D3,1,6,1,c0c9298646ce4fee8e81bdfa51f1d4cc,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,163286,ULTRADB03A,2021-01-15 10:45:47+00,37.6500,237722
Lamitor Dt 50MG (strip of 15 tablets),Lamitor Dt,15,75,1,5ed6141cff9f48918b4a9d9b55af0c9a,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,163543,LAMITTS06A,2021-01-15 10:45:47+00,14.7200,160819
Kayam Tablet 10 10 (strip of 10 tablets),Kayam Tablet 10,10,30,1,fb4bf0a659e6464aadbc22dcb8dd22b4,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,163696,KAYAMTS01A,2021-01-15 10:45:47+00,3.6000,I07609
Hepa Merz 5 gm (sachet of 1 granules),Hepa Merz,1,6,1,673a433c2bcf494c890c4f74d5130dfc,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,163861,HEPAMSS01A,2021-01-15 10:45:47+00,245.0000,125091
Pantodac 20 mg (strip of 15 tablets),Pantodac,15,30,1,9118dbbb6cdd4734b1bf38c4ee0a43eb,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,163899,PANTOTS38B,2021-01-15 10:45:47+00,9.5667,149318
Zomelis Met 50/1000 mg (strip of 15 tablets),Zomelis Met,15,30,1,c868db2b474540c3907fea8aa9ed0e22,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,164024,ZOMELTS03A,2021-01-15 10:45:47+00,10.0000,I07027
Pulmopres (strip of 15 tablets),Pulmopres,15,30,1,4325c859cd5840d8a7da3ba398b718f7,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,164042,PULMOTS13A,2021-01-15 10:45:47+00,33.6873,241157
Otrivin Adult 10 ml nasal spray,Otrivin Adult,1,2,1,2ea19a3600a344288c17894933673550,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,164387,OTRIVNN02A,2021-01-15 10:45:47+00,107.9900,I07549
Xarelto 20 mg (box of 28 tablets),Xarelto,28,56,1,2a73575bf3b44796870689d64dd262fc,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,164687,XARELTS04A,2021-01-15 10:45:47+00,145.0000,tempcode-20-04-2020_57
Warf 2 mg (strip of 30 tablets),Warf,30,60,1,a7f177480c014a8fa32504daba5f79f5,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,164813,WARFZTS03A,2021-01-15 10:45:47+00,2.9777,253349
Colicaid Drops 15ml drops,Colicaid Drops,1,3,1,2f7eb535a3d045688e5f04a6019ae1d0,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,165147,COLICDN03A,2021-01-15 10:45:47+00,50.0000,28117
Aciloc Rd (strip of 30 tablets),Aciloc Rd,30,30,1,e17ddd4d2b634a8d9e100bae2edbb22b,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,166026,ACILOTS03A,2021-01-15 10:45:47+00,4.2700,149003
Seroflo 125 Mcg Ecopack 200 MDI (packet of 1 inhaler),Seroflo 125 Mcg Ecopack,1,1,1,0c1c25d0d73e460599733f52b213e530,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,166041,SEROFIB03A,2021-01-15 10:45:47+00,514.8000,I02149
Exermet Sr 500 MG (strip of 15 tablets),Exermet Sr,15,60,1,8bdf935ad34d4f3f9fc1f1ba8445380c,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,167961,EXERMTN03A,2021-01-15 10:45:47+00,1.9647,254445
Calpol T (strip of 15 tablets),Calpol T,15,60,1,b4a2cac1294b4a9b9f5ab80b7c2cce77,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,172441,CALPOTN08A,2021-01-15 10:45:47+00,5.6333,131562
Rancad 500mg (strip of 15 tablets),Rancad,15,105,1,92047de346704021a30529099f1fce7f,MAHAVEER MEDI-SALES PVT. LTD.,162527,1647953,172824,RANCATS02A,2021-01-15 10:45:47+00,14.3533,140925
Novomix 30 3ml (box of 5 pen fills),Novomix 30,5,5,1,2cbf064b09b64312a6eae8b2d33ae495,MAHAVEER MEDI-SALES PVT. LTD.,162528,1647953,147206,NOVOMCN01A,2021-01-15 10:45:53+00,704.0000,Feb 24th Ord 4
Xalatan 2.5 ml (box of 1 eye drops),Xalatan,1,2,1,2d4c8ab0d89d42d7bfa906bd1ecd448a,MAHAVEER MEDI-SALES PVT. LTD.,162528,1647953,40701,XALATEN01A,2021-01-15 10:45:53+00,596.5300,I01442
Humalog Mix 25 (cartridge of 1 cartridge),Humalog Mix,1,1,1,fbd6bdce2ea04b22a2836509e640ee9d,MAHAVEER MEDI-SALES PVT. LTD.,162528,1647953,63334,HUMALIP02A,2021-01-15 10:45:53+00,745.0000,I01389
Huminsulin 30/70 - 100 iu (cartridge of 1 cartridge),Huminsulin,1,3,1,85d7bb2d261040bca7a7e2370302f5e3,MAHAVEER MEDI-SALES PVT. LTD.,162528,1647953,67199,HUMINCN01A,2021-01-15 10:45:53+00,354.0000,140608
Insugen 30/70 40 IU - 10 ml injection,Insugen 30/70,1,1,1,96ac7d9648364470a9f34859ae52ee61,MAHAVEER MEDI-SALES PVT. LTD.,162528,1647953,67641,INSUGVN02A,2021-01-15 10:45:53+00,156.9000,22010
Vsl 3 (strip of 10 tablets),Vsl,10,30,1,492d794c7ada40cfb4c2122e244bea92,MAHAVEER MEDI-SALES PVT. LTD.,162528,1647953,85517,VSL3ZCN01A,2021-01-15 10:45:53+00,39.1000,168197
Human Mixtard 30 70 - 40 IU injection,Human Mixtard,1,19,1,a246ad9192504fd29e84008a7e30c4d1,MAHAVEER MEDI-SALES PVT. LTD.,162528,1647953,88184,MIXTAIN01A,2021-01-15 10:45:53+00,157.5700,41071
Human Mixtard 30 Flex Pen 100iu injection,Human Mixtard 30 Flex Pen,1,1,1,47937a0e019d423399db6b975b0f148c,MAHAVEER MEDI-SALES PVT. LTD.,162528,1647953,88349,MIXTAFN01A,2021-01-15 10:45:53+00,518.0000,tempcode_21-09-2020_08
Novorapid Flexpen 3 ml injection,Novorapid Flexpen,1,2,1,02c955b63d4342c68508bb622f343c4d,MAHAVEER MEDI-SALES PVT. LTD.,162528,1647953,89175,NOVORFN01A,2021-01-15 10:45:53+00,870.0000,I03363
Insugen 30/70 100 IU - 10 ml injection,Insugen 30/70,1,1,1,00aa0ba103d349918ed681b71c146968,MAHAVEER MEDI-SALES PVT. LTD.,162528,1647953,89215,INSUGVN01A,2021-01-15 10:45:53+00,471.8700,22014
Ryzodeg Flex Touch 3ml Pen Injection injection,Ryzodeg Flex Touch 3ml Pen Injection,1,1,1,59ef6bb4919d42208e0f25aa06763f19,MAHAVEER MEDI-SALES PVT. LTD.,162528,1647953,89495,RYZODPN01A,2021-01-15 10:45:53+00,1320.0000,tempcode-06-07-2020_5
Human Mixtard 30 70 - 10 ml 100IU injection,Human Mixtard,1,2,1,4a0c007b355947b3883d94f4f8b1b5b4,MAHAVEER MEDI-SALES PVT. LTD.,162528,1647953,89778,HUMANIV02A,2021-01-15 10:45:53+00,410.0000,41070
Formonide 0.5 mg (kit of 7 respules),Formonide,7,21,1,f06439d8a8864e95a9081dcba529a3ed,MAHAVEER MEDI-SALES PVT. LTD.,162528,1647953,91518,FORMORK01A,2021-01-15 10:45:53+00,53.0000,381820
Combinorm (strip of 10 capsules),Combinorm,10,20,1,3778ba3fbd2148e1ac4cebbba251425d,MAHAVEER MEDI-SALES PVT. LTD.,162528,1647953,120980,COMBICS03A,2021-01-15 10:45:53+00,30.2360,28343
Toujeo Solostar injection,Toujeo Solostar,1,1,1,7dc51113c7e24075832c95f539346687,MAHAVEER MEDI-SALES PVT. LTD.,162528,1647953,124023,TOUJEIV02A,2021-01-15 10:45:53+00,1831.3300,840158
Bendex 10 ml syrup,Bendex,1,3,1,aec31059bb1645ba98aa579866aaff7c,PADMAVATI ENTERPRISES,162529,3072267,13810,BENDESN01A,2021-01-15 10:45:53+00,17.7900,A000621
Cipladine 10 gm (box of 1 ointment),Cipladine,1,3,1,c5dfadcc826b41219e5b1ec41d4fbe6c,PADMAVATI ENTERPRISES,162529,3072267,84930,CIPLAON02A,2021-01-15 10:45:53+00,24.0000,216
Tulips Ear Buds (pack of 100),Tulips Ear Buds,100,500,1,b3cfc83f30cc450da1348ed0004a87f1,PADMAVATI ENTERPRISES,162529,3072267,88471,EARBUEB01A,2021-01-15 10:45:53+00,0.3000,A000278
Hicks Oval Mercury Thermometer,Hicks Oval Mercury Thermometer,1,3,1,f00f54f9181142e39430e502b196126a,PADMAVATI ENTERPRISES,162529,3072267,97062,HICKSTD01A,2021-01-15 10:45:53+00,120.0000,A000859
Softswab Gauze Swab 7.5*7.5Cm (pack of 5),Softswab Gauze Swab 7.5*7.5Cm,5,15,1,8366e67028a14fc1bf102f0c21447198,PADMAVATI ENTERPRISES,162529,3072267,143015,GAUZESP04A,2021-01-15 10:45:53+00,9.8000,A000269
Dr Trust Digital Thermometer,Dr Trust Digital Thermometer,1,3,1,36bdd0e941a841488ddc6edd1e1bbfd0,PADMAVATI ENTERPRISES,162529,3072267,151502,DRTRUDP01A,2021-01-15 10:45:53+00,325.0000,
Surgical Spirit Liquid 100 ML liquid,Surgical Spirit Liquid,1,3,1,1c0e8bbf77d24819974394279be1b672,PADMAVATI ENTERPRISES,162529,3072267,162826,SURGILB02A,2021-01-15 10:45:53+00,65.0000,173
Alcohol Swab 30*60mm,Alcohol Swab,1,3,1,c8e39871e9c14880a323b0b7a30f0b7c,PADMAVATI ENTERPRISES,162529,3072267,184198,,2021-01-15 10:45:53+00,3.0000,
Surgical Elastic Face Mask (pack of 100),Surgical Elastic Face Mask,100,100,1,542ccf1c93fa4d4db8fa84165acb33d7,PADMAVATI ENTERPRISES,162529,3072267,187618,,2021-01-15 10:45:53+00,2.0000,A000291
Pantosec 40 mg (strip of 10 tablets),Pantosec,10,70,1,6dbec809aeeb4a2d999c93df0d124131,PADMAVATI ENTERPRISES,162529,3072267,9469,PANTOTN73A,2021-01-15 10:45:53+00,11.8650,88
Bendex 400 mg (strip of 1 tablet),Bendex,1,6,1,3dba1c8987fa435bab37da292a74ee77,PADMAVATI ENTERPRISES,162529,3072267,12280,BENDETN01A,2021-01-15 10:45:53+00,8.5900,A000626
Normal Saline 500 ml solution,Normal Saline,1,2,1,ef9489cdf2f04fcbaa4bc730ade402f1,PADMAVATI ENTERPRISES,162529,3072267,24749,NORMAIN05A,2021-01-15 10:45:53+00,31.2800,
Cofdex Cough syrup,Cofdex Cough,1,2,1,6820d0aa408c409092e876b98627d880,PADMAVATI ENTERPRISES,162529,3072267,61494,COFDESN02A,2021-01-15 10:45:53+00,91.5000,783
Okacet Cold 10 mg (strip of 10 tablets),Okacet Cold,10,10,1,8d2965c2dd6d41e2a2dbce0d980e3aef,PADMAVATI ENTERPRISES,162529,3072267,63010,OKACETN03A,2021-01-15 10:45:53+00,4.2500,72
Novaclav 625 mg (strip of 6 tablets),Novaclav,6,6,1,3adec7ca15d94de9ba0257c0b83074be,PADMAVATI ENTERPRISES,162529,3072267,63327,NOVACTN07A,2021-01-15 10:45:53+00,20.0583,A000858
