drug_variation_id,medlife_product_id,fc_id,distributor_id,distributor_name,bill_number,bill_date,transcription_completed_ts,packing_quantity,mrp,formatted_name,drug_name,purchase_margin_percent,purchase_price,loose_quantity,purchase_mrp_value
69430,HADENON01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194871,2021-01-15,2021-01-15,1,95.0000,Hadensa 20 gm cream,Hadensa,23.9968,67.86000,3,285.0000
98891,TELMITS04A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181393,2021-01-12,2021-01-12,10,9.5000,Telmidil H 40 mg (strip of 10 tablets),Telmidil H,23.9968,6.78600,30,285.0000
91786,ASOMETN06A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215363,2021-01-12,2021-01-12,15,9.4767,Asomex 5 mg (strip of 15 tablets),Asomex,23.1968,6.76933,30,284.3010
91786,ASOMETN06A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194681,2021-01-15,2021-01-15,15,9.4767,Asomex 5 mg (strip of 15 tablets),Asomex,23.9968,6.76933,30,284.3010
71204,CALCISB02A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217464,2021-01-15,2021-01-15,200 ml,142.0000,Calcimax 200 ml (bottle of 1 suspension),Calcimax,23.1989,101.43000,2,284.0000
94980,CEREGPR01A,1,3541,Nikhil Enterprises,20NE17890,2021-01-12,2021-01-13,1,277.0000,Ceregrow 300 gm baby food,Ceregrow,8.2550,220.81000,1,284.0000
146369,ELDICTS01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194783,2021-01-15,2021-01-15,10,25.8010,Eldicet 50 mg (strip of 10 tablets),Eldicet,24.0005,20.27200,10,283.8100
146369,ELDICTS01A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193567,2021-01-15,2021-01-15,10,25.8010,Eldicet 50 mg (strip of 10 tablets),Eldicet,24.0005,20.27200,10,283.8100
184631,BECOZCN04A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181407,2021-01-12,2021-01-12,30,1.5730,Becozinc (strip of 30 capsules),Becozinc,24.0161,1.12333,180,283.1400
184631,BECOZCN04A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194676,2021-01-15,2021-01-15,30,1.5730,Becozinc (strip of 30 capsules),Becozinc,24.0161,1.12333,180,283.1400
112955,B29LCTS01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194820,2021-01-15,2021-01-15,10,14.1570,B 29 Lc (strip of 10 tablets),B 29 Lc,24.0011,10.11200,20,283.1400
66277,GLYCOTS03A,1,856885,MEHUL AGENCIES, D31165,2021-01-15,2021-01-15,10,14.1500,Glycomet Trio 1 / 0.2 mg (strip of 10 tablets),Glycomet Trio,24.0011,10.10700,20,283.0000
17774,GLIMYTN05A,1,856885,MEHUL AGENCIES, D30744,2021-01-12,2021-01-12,10,14.1000,Glimy 3 mg (strip of 10 tablets),Glimy,24.0032,10.07100,20,282.0000
23033,MUCOLSN01A,1,856885,MEHUL AGENCIES, D30745,2021-01-12,2021-01-12,1,94.0000,Mucolite 100 ml syrup,Mucolite,24.0032,67.14000,3,282.0000
124606,ROSULTN03A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181297,2021-01-12,2021-01-13,10,4.0260,Rosuless 5 mg (strip of 10 tablets),Rosuless,23.9924,2.87600,70,281.8200
124606,ROSULTN03A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181264,2021-01-12,2021-01-13,10,4.0260,Rosuless 5 mg (strip of 10 tablets),Rosuless,23.9924,2.87600,70,281.8200
124606,ROSULTN03A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181405,2021-01-12,2021-01-13,10,4.0260,Rosuless 5 mg (strip of 10 tablets),Rosuless,23.9924,2.87600,70,281.8200
124606,ROSULTN03A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194810,2021-01-15,2021-01-15,10,4.0260,Rosuless 5 mg (strip of 10 tablets),Rosuless,23.9924,2.87600,70,281.8200
11629,ZIMIGTN02A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181424,2021-01-12,2021-01-12,7,40.2143,Zimig 250 mg (strip of 7 tablets),Zimig,24.0005,28.72429,7,281.5001
11629,ZIMIGTN02A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181479,2021-01-12,2021-01-13,7,40.2143,Zimig 250 mg (strip of 7 tablets),Zimig,24.0005,28.72429,7,281.5001
11629,ZIMIGTN02A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181382,2021-01-12,2021-01-13,7,40.2143,Zimig 250 mg (strip of 7 tablets),Zimig,24.0005,28.72429,7,281.5001
79452,GLIMUTN04A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181265,2021-01-12,2021-01-13,15,6.2447,Glimulin 2 mg (strip of 15 tablets),Glimulin,24.0081,4.46000,45,281.0115
79452,GLIMUTN04A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181408,2021-01-12,2021-01-13,15,6.2447,Glimulin 2 mg (strip of 15 tablets),Glimulin,24.0081,4.46000,45,281.0115
79452,GLIMUTN04A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181299,2021-01-12,2021-01-13,15,6.2447,Glimulin 2 mg (strip of 15 tablets),Glimulin,24.0081,4.46000,45,281.0115
92530,MELACCN08A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181427,2021-01-12,2021-01-12,1,281.0000,Melacare Forte 20 mg cream,Melacare Forte,24.0016,200.71000,1,281.0000
1146,ENCORTN05A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215378,2021-01-12,2021-01-12,10,7.0250,Encorate Chrono 300 mg (strip of 10 tablets),Encorate Chrono,23.1978,5.01800,40,281.0000
84402,TELMITN44A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181265,2021-01-12,2021-01-13,10.0,9.3500,Telmikind H 80 mg (strip of 10 tablets),Telmikind H,23.9951,6.67900,30,280.5000
84402,TELMITN44A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181300,2021-01-12,2021-01-13,10.0,9.3500,Telmikind H 80 mg (strip of 10 tablets),Telmikind H,23.9951,6.67900,30,280.5000
84402,TELMITN44A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194765,2021-01-15,2021-01-15,10.0,9.3500,Telmikind H 80 mg (strip of 10 tablets),Telmikind H,23.9951,6.67900,30,280.5000
84402,TELMITN44A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181408,2021-01-12,2021-01-13,10.0,9.3500,Telmikind H 80 mg (strip of 10 tablets),Telmikind H,23.9951,6.67900,30,280.5000
88784,SUGARPN04A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181397,2021-01-12,2021-01-12,1,140.0000,Sugar Free Gold 100 gm powder,Sugar Free Gold,11.4864,112.90000,2,280.0000
88784,SUGARPN04A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193574,2021-01-15,2021-01-15,1,140.0000,Sugar Free Gold 100 gm powder,Sugar Free Gold,11.4864,112.90000,2,280.0000
167226,ITASPCS07A,7,856885,MEHUL AGENCIES, D31186,2021-01-15,2021-01-15,10,14.0000,Itaspor 100MG (strip of 10 capsules),Itaspor,24.0000,10.00000,20,280.0000
71518,VOLINSN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194892,2021-01-15,2021-01-15,1,140.0000,Volini 40 gm spray,Volini,24.0000,100.00000,2,280.0000
181827,TICASTS03A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181559,2021-01-12,2021-01-12,14,20.0000,Ticasave Plus (strip of 14 tablets),Ticasave Plus,24.0000,14.28571,14,280.0000
181827,TICASTS03A,6,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217431,2021-01-15,2021-01-15,14,20.0000,Ticasave Plus (strip of 14 tablets),Ticasave Plus,23.2000,14.28571,14,280.0000
88784,SUGARPN04A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181428,2021-01-12,2021-01-12,1,140.0000,Sugar Free Gold 100 gm powder,Sugar Free Gold,11.4864,112.90000,2,280.0000
88784,SUGARPN04A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194692,2021-01-15,2021-01-15,1,140.0000,Sugar Free Gold 100 gm powder,Sugar Free Gold,11.4864,112.90000,2,280.0000
53305,TOLPATN02A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193562,2021-01-15,2021-01-15,10.0,14.0000,Tolpa D (strip of 10 tablets),Tolpa D,24.0000,10.00000,20,280.0000
88784,SUGARPN04A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194832,2021-01-15,2021-01-15,1,140.0000,Sugar Free Gold 100 gm powder,Sugar Free Gold,11.4864,112.90000,2,280.0000
88784,SUGARPN04A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181384,2021-01-12,2021-01-13,1,140.0000,Sugar Free Gold 100 gm powder,Sugar Free Gold,11.4864,112.90000,2,280.0000
148303,CABERTS02A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194771,2021-01-15,2021-01-15,2,70.0000,Caberlact 0.5 mg (strip of 2 tablets),Caberlact,39.2000,40.00000,4,280.0000
53305,TOLPATN02A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215333,2021-01-12,2021-01-12,10.0,14.0000,Tolpa D (strip of 10 tablets),Tolpa D,23.2000,10.00000,20,280.0000
177957,MAXIRCB01A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181560,2021-01-12,2021-01-12,30,9.3333,Maxirich (bottle of 30 capsules),Maxirich,24.0002,6.32767,30,279.9990
177957,MAXIRCB01A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193569,2021-01-15,2021-01-15,30,9.3333,Maxirich (bottle of 30 capsules),Maxirich,24.0002,6.32767,30,279.9990
82345,GEMITCN02A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194906,2021-01-15,2021-01-15,15.0,18.6533,Gemitrol (strip of 15 capsules),Gemitrol,23.9989,13.32400,15,279.7995
82345,GEMITCN02A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181394,2021-01-12,2021-01-12,15.0,18.6533,Gemitrol (strip of 15 capsules),Gemitrol,23.9989,13.32400,15,279.7995
65284,GLIZITN05A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215345,2021-01-12,2021-01-12,15,9.3067,Glizid M 80 mg (strip of 15 tablets),Glizid M,23.2033,6.64733,30,279.2010
101330,ATOZWCS01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181280,2021-01-12,2021-01-13,15,18.6000,A to Z Women (strip of 15 capsules),A to Z,24.0010,12.61000,15,279.0000
101330,ATOZWCS01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181307,2021-01-12,2021-01-13,15,18.6000,A to Z Women (strip of 15 capsules),A to Z,24.0010,12.61000,15,279.0000
162906,HHLINSB02A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217445,2021-01-15,2021-01-15,1,93.0000,Hh Linctus Ls 100ml (bottle of 1 expectorant),Hh Linctus Ls,23.1983,66.43000,3,279.0000
101330,ATOZWCS01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181417,2021-01-12,2021-01-13,15,18.6000,A to Z Women (strip of 15 capsules),A to Z,24.0010,12.61000,15,279.0000
20837,REVLATN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194765,2021-01-15,2021-01-15,10.0,9.3000,Revlamer 400 mg (strip of 10 tablets),Revlamer,24.0098,6.64200,30,279.0000
21226,PENEGTN02A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215393,2021-01-12,2021-01-12,4,34.8500,Penegra 25 mg (strip of 4 tablets),Penegra,23.2011,24.89250,8,278.8000
100562,PROTHTN04A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181396,2021-01-12,2021-01-12,15,18.5773,Prothiaden 75 mg (strip of 15 tablets),Prothiaden,24.0011,13.26933,15,278.6595
1031,FMLZZEN01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217424,2021-01-15,2021-01-15,1.0,139.2800,Fml Eye 5 ml drops,Fml Eye,23.1967,99.49000,2,278.5600
93114,AMARYTN16A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215361,2021-01-12,2021-01-12,15,9.2787,Amaryl MV 1 mg (strip of 15 tablets),Amaryl MV,23.1956,6.62800,30,278.3610
93114,AMARYTN16A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193548,2021-01-15,2021-01-15,15,9.2787,Amaryl MV 1 mg (strip of 15 tablets),Amaryl MV,23.9956,6.62800,30,278.3610
169455,MONTATS15A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217435,2021-01-15,2021-01-15,15,18.5373,Montair Lc (strip of 15 tablets),Montair Lc,23.2017,13.24067,15,278.0595
70955,TRFYZCN01A,1,856885,MEHUL AGENCIES, D30749,2021-01-12,2021-01-12,15 g,139.0000,Trfy 15 gm cream,Trfy,23.9967,99.29000,2,278.0000
162682,LOSACTS04A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215288,2021-01-12,2021-01-12,15,4.6333,Losacar 25mg (strip of 15 tablets),Losacar,23.2044,3.30933,60,277.9980
44044,BUDECIN05A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215344,2021-01-12,2021-01-12,1,282.2400,Budecort 100mcg (box of 1 inhaler),Budecort,23.2000,198.40000,1,277.7600
124858,FORCACN01A,1,856885,MEHUL AGENCIES, D30750,2021-01-12,2021-01-12,1,13.2200,Forcan 150 Mg (strip of 1 tablet),Forcan 150 Mg,24.0230,9.44000,21,277.6200
132244,CREMATS03A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194815,2021-01-15,2021-01-15,15,9.2460,Cremalax 10 mg (strip of 15 tablets),Cremalax,24.0033,6.60400,30,277.3800
132244,CREMATS03A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181393,2021-01-12,2021-01-12,15,9.2460,Cremalax 10 mg (strip of 15 tablets),Cremalax,24.0033,6.60400,30,277.3800
50492,RENERCN10A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194791,2021-01-15,2021-01-15,15,18.4667,Renerve Plus (strip of 15 capsules),Renerve Plus,23.9989,13.19067,15,277.0005
100250,PRUVITS01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181302,2021-01-12,2021-01-13,10,27.6800,Pruvict 2 mg (strip of 10 tablets),Pruvict,24.0016,19.77100,10,276.8000
103183,PRESMTS01A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217354,2021-01-15,2021-01-15,10,27.6800,Presmovac 2 mg (strip of 10 tablets),Presmovac,23.2017,19.77100,10,276.8000
100250,PRUVITS01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181416,2021-01-12,2021-01-13,10,27.6800,Pruvict 2 mg (strip of 10 tablets),Pruvict,24.0016,19.77100,10,276.8000
100250,PRUVITS01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194829,2021-01-15,2021-01-15,10,27.6800,Pruvict 2 mg (strip of 10 tablets),Pruvict,24.0016,19.77100,10,276.8000
103183,PRESMTS01A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215273,2021-01-12,2021-01-12,10,27.6800,Presmovac 2 mg (strip of 10 tablets),Presmovac,23.2017,19.77100,10,276.8000
100250,PRUVITS01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181287,2021-01-12,2021-01-13,10,27.6800,Pruvict 2 mg (strip of 10 tablets),Pruvict,24.0016,19.77100,10,276.8000
100250,PRUVITS01A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181426,2021-01-12,2021-01-12,10,27.6800,Pruvict 2 mg (strip of 10 tablets),Pruvict,24.0016,19.77100,10,276.8000
96142,ROSUMCS01A,6,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215383,2021-01-12,2021-01-12,10,27.6650,Rosumac Gold 20 mg (strip of 10 capsules),Rosumac Gold,23.1989,19.76100,10,276.6500
101591,OMEZZCN02A,6,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215339,2021-01-12,2021-01-12,20,2.7615,Omez 20 mg (strip of 20 capsules),Omez,23.2000,1.97250,100,276.1500
92307,ESOMATN02A,1,856885,MEHUL AGENCIES, D30747,2021-01-12,2021-01-12,15,9.2007,Esomac 40 mg (strip of 15 tablets),Esomac,23.9989,6.57200,30,276.0210
51245,GEMERTS12A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215374,2021-01-12,2021-01-12,10,9.2000,Gemer DS 1 mg (strip of 10 tablets),Gemer DS,23.2050,6.57100,30,276.0000
101242,RAZELTS01A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215220,2021-01-12,2021-01-12,10,13.8000,Razel CV 10/75mg (strip of 10 capsules),Razel CV,23.2011,9.85700,20,276.0000
95165,TENLITS01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181265,2021-01-12,2021-01-13,10,6.9000,Tenlimac 20 mg (strip of 10 tablets),Tenlimac,23.9934,4.92900,40,276.0000
123076,GLUCOTS27A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181381,2021-01-12,2021-01-13,15,9.2000,Glucoryl M 3 mg (strip of 15 tablets),Glucoryl M,24.0011,6.57133,30,276.0000
67816,HAEMUCN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194906,2021-01-15,2021-01-15,100,2.7600,Haem Up (strip of 100 capsules),Haem Up,24.0011,1.97140,100,276.0000
51245,GEMERTS12A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193557,2021-01-15,2021-01-15,10,9.2000,Gemer DS 1 mg (strip of 10 tablets),Gemer DS,24.0050,6.57100,30,276.0000
51245,GEMERTS12A,6,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215417,2021-01-12,2021-01-12,10,9.2000,Gemer DS 1 mg (strip of 10 tablets),Gemer DS,23.2050,6.57100,30,276.0000
95165,TENLITS01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181408,2021-01-12,2021-01-13,10,6.9000,Tenlimac 20 mg (strip of 10 tablets),Tenlimac,23.9934,4.92900,40,276.0000
164614,DONEPTS06A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181395,2021-01-12,2021-01-12,15,18.4000,Donep M (strip of 15 tablets),Donep M,24.0011,13.14267,15,276.0000
95165,TENLITS01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181299,2021-01-12,2021-01-13,10,6.9000,Tenlimac 20 mg (strip of 10 tablets),Tenlimac,23.9934,4.92900,40,276.0000
8655,ROZUSTN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194771,2021-01-15,2021-01-15,10,13.7900,Rozustat 10 mg (strip of 10 tablets),Rozustat,24.0000,9.85000,20,275.8000
53681,PREGACN36A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217463,2021-01-15,2021-01-15,10,27.5700,Pregalin M 150 mg (strip of 10 tablets),Pregalin M,23.1994,19.69300,10,275.7000
22469,PIOPOTN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194758,2021-01-15,2021-01-15,10,5.5000,Piopod 15 mg (strip of 10 tablets),Piopod,23.9917,3.92900,50,275.0000
117252,PRUEATS02A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193550,2021-01-15,2021-01-15,10,27.5000,Pruease 2 mg (strip of 10 tablets),Pruease,24.0033,19.64200,10,275.0000
92924,MOMATOT01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181572,2021-01-12,2021-01-13,1,275.0000,Momate S 20 gm (box of 1 ointment),Momate S,23.9994,196.43000,1,275.0000
92461,ONDERTS02A,7,856885,MEHUL AGENCIES, D31176,2021-01-15,2021-01-15,10,27.5000,Ondero Met 2.5/500 (strip of 10 tablets),Ondero Met,20.2000,20.62500,10,275.0000
108100,PALMICS01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181480,2021-01-12,2021-01-13,10,27.5000,Palmiges (strip of 10 tablets),Palmiges,24.0003,18.64400,10,275.0000
92924,MOMATOT01A,6,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215343,2021-01-12,2021-01-12,1,275.0000,Momate S 20 gm (box of 1 ointment),Momate S,23.1994,196.43000,1,275.0000
60198,GLUCOTN57A,1,856885,MEHUL AGENCIES, D30747,2021-01-12,2021-01-12,15,18.3267,Gluconorm PG 2 mg (strip of 15 tablets),Gluconorm PG,23.9989,13.09067,15,274.9005
104453,LEVOCDN01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217445,2021-01-15,2021-01-15,1,83.5000,Levocet M 60 ml syrup,Levocet M,23.1966,65.36000,3,274.5000
66867,NIOCLCN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194887,2021-01-15,2021-01-15,20 g,137.0000,Nioclean Gel 20 gm (box of 1 gel),Nioclean Gel,23.9978,97.86000,2,274.0000
95687,OLVANTN05A,7,856885,MEHUL AGENCIES, D30746,2021-01-12,2021-01-12,10,13.7000,Olvance Ct 20 mg (strip of 10 tablets),Olvance Ct,23.9978,9.78600,20,274.0000
78537,ETIZOTN05A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181407,2021-01-12,2021-01-12,10.0,6.8500,Etizola Beta 0.50 mg (strip of 10 tablets),Etizola Beta,23.9978,4.89300,40,274.0000
78537,ETIZOTN05A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194676,2021-01-15,2021-01-15,10.0,6.8500,Etizola Beta 0.50 mg (strip of 10 tablets),Etizola Beta,23.9978,4.89300,40,274.0000
59955,EMOLECN02A,7,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181474,2021-01-12,2021-01-12,1,274.0000,Emolene 100 gm cream,Emolene,24.0017,195.71000,1,274.0000
73154,MECOBTN17A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194887,2021-01-15,2021-01-15,10,13.7000,Mecoblend (strip of 10 capsules),Mecoblend,23.9978,9.78600,20,274.0000
69889,PIOGLTN04A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194884,2021-01-15,2021-01-15,10,12.5000,Pioglar G 15/2 (strip of 10 tablets),Pioglar G 15/2,24.0055,9.78500,20,274.0000
103115,CYSTETK01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194779,2021-01-15,2021-01-15,21,13.0476,Cystelia 35 (strip of 21 tablets),Cystelia 35,24.0000,10.43810,21,273.9996
147245,PRUDATS02A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217355,2021-01-15,2021-01-15,10,27.3900,Prudac 2Mg Tablet 2mg (strip of 10 tablets),Prudac 2Mg Tablet,23.2011,19.56400,10,273.9000
147245,PRUDATS02A,7,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215288,2021-01-12,2021-01-12,10,27.3900,Prudac 2Mg Tablet 2mg (strip of 10 tablets),Prudac 2Mg Tablet,23.2011,19.56400,10,273.9000
35080,ATARASN01A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-217439,2021-01-15,2021-01-15,1.0,91.2500,Atarax 100 ml syrup,Atarax,23.1983,65.18000,3,273.7500
8319,PANTOTN55A,6,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215321,2021-01-12,2021-01-12,15.0,9.1233,Pantop 40 mg (strip of 15 tablets),Pantop,23.2000,6.51667,30,273.6990
76567,HOSITTN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181410,2021-01-12,2021-01-13,10.0,13.6800,Hosit (strip of 10 tablets),Hosit,24.0033,9.77100,20,273.6000
76567,HOSITTN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181272,2021-01-12,2021-01-13,10.0,13.6800,Hosit (strip of 10 tablets),Hosit,24.0033,9.77100,20,273.6000
76567,HOSITTN01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181301,2021-01-12,2021-01-13,10.0,13.6800,Hosit (strip of 10 tablets),Hosit,24.0033,9.77100,20,273.6000
76567,HOSITTN01A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001193565,2021-01-15,2021-01-15,10.0,13.6800,Hosit (strip of 10 tablets),Hosit,24.0033,9.77100,20,273.6000
67240,POLYBSN14A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181558,2021-01-12,2021-01-12,1,91.1600,Polybion SF 250 ml syrup,Polybion SF,24.0050,65.11000,3,273.4800
96328,NIGCITS01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181408,2021-01-12,2021-01-13,10,9.1000,Nigcium (strip of 10 tablets),Nigcium,24.0061,6.16900,30,273.0000
96328,NIGCITS01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181265,2021-01-12,2021-01-13,10,9.1000,Nigcium (strip of 10 tablets),Nigcium,24.0061,6.16900,30,273.0000
92449,SEBUMGT02A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181381,2021-01-12,2021-01-13,1,259.0000,Sebumclear N 30 gm (box of 1 gel),Sebumclear N,24.0000,195.00000,1,273.0000
96328,NIGCITS01A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181299,2021-01-12,2021-01-13,10,9.1000,Nigcium (strip of 10 tablets),Nigcium,24.0061,6.16900,30,273.0000
75387,UPRISSN02A,1,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215334,2021-01-12,2021-01-12,1.0,68.0000,Uprise D3 60K 5 ml syrup,Uprise D3,23.2023,48.57000,4,272.0000
33208,ZEPTOTN06A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194751,2021-01-15,2021-01-15,10.0,3.4000,Zeptol CR 400 mg (strip of 10 tablets),Zeptol CR,24.0179,2.42800,80,272.0000
43873,SULPITN11A,1,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001194881,2021-01-15,2021-01-15,10,13.6000,Sulpitac 100 mg (strip of 10 tablets),Sulpitac,24.0022,9.71400,20,272.0000
30850,LACOSTN05A,6,2948,VARDHAMAN PHARMA Distributors Private Limited,VH-20-215416,2021-01-12,2021-01-12,10,13.6000,Lacoset 100 mg (strip of 10 tablets),Lacoset,23.2023,9.71400,20,272.0000
163146,ITRATCS12A,6,1647953,MAHAVEER MEDI-SALES PVT. LTD.,i2000073001181427,2021-01-12,2021-01-12,15,18.1333,Itratuf 100 mg (strip of 15 capsules),Itratuf,23.9983,12.95267,15,271.9995
